id,building,class_name,proff,num,friends,day,time
40,Givens," Introduction to Design Processes I"," Safaverdi",13,0,T,14.0000
41,Givens," Introduction to Design Processes I"," Safaverdi",13,0,T,14.3000
42,Givens," Introduction to Design Processes I"," Safaverdi",13,0,T,15.0000
43,Givens," Introduction to Design Processes I"," Safaverdi",13,0,T,15.3000
44,Givens," Introduction to Design Processes I"," Safaverdi",13,0,T,16.0000
45,Givens," Introduction to Design Processes I"," Safaverdi",13,0,T,16.3000
46,Givens," Introduction to Design Processes I"," Safaverdi",13,0,T,17.0000
47,Givens," Introduction to Design Processes I"," Safaverdi",13,0,H,14.0000
48,Givens," Introduction to Design Processes I"," Safaverdi",13,0,H,14.3000
49,Givens," Introduction to Design Processes I"," Safaverdi",13,0,H,15.0000
50,Givens," Introduction to Design Processes I"," Safaverdi",13,0,H,15.3000
51,Givens," Introduction to Design Processes I"," Safaverdi",13,0,H,16.0000
52,Givens," Introduction to Design Processes I"," Safaverdi",13,0,H,16.3000
53,Givens," Introduction to Design Processes I"," Safaverdi",13,0,H,17.0000
54,Givens," Introduction to Design Processes I"," Compadre",12,0,T,14.0000
55,Givens," Introduction to Design Processes I"," Compadre",12,0,T,14.3000
56,Givens," Introduction to Design Processes I"," Compadre",12,0,T,15.0000
57,Givens," Introduction to Design Processes I"," Compadre",12,0,T,15.3000
58,Givens," Introduction to Design Processes I"," Compadre",12,0,T,16.0000
59,Givens," Introduction to Design Processes I"," Compadre",12,0,T,16.3000
60,Givens," Introduction to Design Processes I"," Compadre",12,0,T,17.0000
61,Givens," Introduction to Design Processes I"," Compadre",12,0,H,14.0000
62,Givens," Introduction to Design Processes I"," Compadre",12,0,H,14.3000
63,Givens," Introduction to Design Processes I"," Compadre",12,0,H,15.0000
64,Givens," Introduction to Design Processes I"," Compadre",12,0,H,15.3000
65,Givens," Introduction to Design Processes I"," Compadre",12,0,H,16.0000
66,Givens," Introduction to Design Processes I"," Compadre",12,0,H,16.3000
67,Givens," Introduction to Design Processes I"," Compadre",12,0,H,17.0000
68,Givens," Introduction to Design Processes I"," Denizen",11,0,T,14.0000
69,Givens," Introduction to Design Processes I"," Denizen",11,0,T,14.3000
70,Givens," Introduction to Design Processes I"," Denizen",11,0,T,15.0000
71,Givens," Introduction to Design Processes I"," Denizen",11,0,T,15.3000
72,Givens," Introduction to Design Processes I"," Denizen",11,0,T,16.0000
73,Givens," Introduction to Design Processes I"," Denizen",11,0,T,16.3000
74,Givens," Introduction to Design Processes I"," Denizen",11,0,T,17.0000
75,Givens," Introduction to Design Processes I"," Denizen",11,0,H,14.0000
76,Givens," Introduction to Design Processes I"," Denizen",11,0,H,14.3000
77,Givens," Introduction to Design Processes I"," Denizen",11,0,H,15.0000
78,Givens," Introduction to Design Processes I"," Denizen",11,0,H,15.3000
79,Givens," Introduction to Design Processes I"," Denizen",11,0,H,16.0000
80,Givens," Introduction to Design Processes I"," Denizen",11,0,H,16.3000
81,Givens," Introduction to Design Processes I"," Denizen",11,0,H,17.0000
82,Givens," Introduction to Design Processes I"," Freixas",11,0,T,14.0000
83,Givens," Introduction to Design Processes I"," Freixas",11,0,T,14.3000
84,Givens," Introduction to Design Processes I"," Freixas",11,0,T,15.0000
85,Givens," Introduction to Design Processes I"," Freixas",11,0,T,15.3000
86,Givens," Introduction to Design Processes I"," Freixas",11,0,T,16.0000
87,Givens," Introduction to Design Processes I"," Freixas",11,0,T,16.3000
88,Givens," Introduction to Design Processes I"," Freixas",11,0,T,17.0000
89,Givens," Introduction to Design Processes I"," Freixas",11,0,H,14.0000
90,Givens," Introduction to Design Processes I"," Freixas",11,0,H,14.3000
91,Givens," Introduction to Design Processes I"," Freixas",11,0,H,15.0000
92,Givens," Introduction to Design Processes I"," Freixas",11,0,H,15.3000
93,Givens," Introduction to Design Processes I"," Freixas",11,0,H,16.0000
94,Givens," Introduction to Design Processes I"," Freixas",11,0,H,16.3000
95,Givens," Introduction to Design Processes I"," Freixas",11,0,H,17.0000
96,Givens," Introduction to Design Processes I"," Kim",12,0,T,14.0000
97,Givens," Introduction to Design Processes I"," Kim",12,0,T,14.3000
98,Givens," Introduction to Design Processes I"," Kim",12,0,T,15.0000
99,Givens," Introduction to Design Processes I"," Kim",12,0,T,15.3000
100,Givens," Introduction to Design Processes I"," Kim",12,0,T,16.0000
101,Givens," Introduction to Design Processes I"," Kim",12,0,T,16.3000
102,Givens," Introduction to Design Processes I"," Kim",12,0,T,17.0000
103,Givens," Introduction to Design Processes I"," Kim",12,0,H,14.0000
104,Givens," Introduction to Design Processes I"," Kim",12,0,H,14.3000
105,Givens," Introduction to Design Processes I"," Kim",12,0,H,15.0000
106,Givens," Introduction to Design Processes I"," Kim",12,0,H,15.3000
107,Givens," Introduction to Design Processes I"," Kim",12,0,H,16.0000
108,Givens," Introduction to Design Processes I"," Kim",12,0,H,16.3000
109,Givens," Introduction to Design Processes I"," Kim",12,0,H,17.0000
110,Givens," Introduction to Design Processes I"," Parcic",12,0,T,14.0000
111,Givens," Introduction to Design Processes I"," Parcic",12,0,T,14.3000
112,Givens," Introduction to Design Processes I"," Parcic",12,0,T,15.0000
113,Givens," Introduction to Design Processes I"," Parcic",12,0,T,15.3000
114,Givens," Introduction to Design Processes I"," Parcic",12,0,T,16.0000
115,Givens," Introduction to Design Processes I"," Parcic",12,0,T,16.3000
116,Givens," Introduction to Design Processes I"," Parcic",12,0,T,17.0000
117,Givens," Introduction to Design Processes I"," Parcic",12,0,H,14.0000
118,Givens," Introduction to Design Processes I"," Parcic",12,0,H,14.3000
119,Givens," Introduction to Design Processes I"," Parcic",12,0,H,15.0000
120,Givens," Introduction to Design Processes I"," Parcic",12,0,H,15.3000
121,Givens," Introduction to Design Processes I"," Parcic",12,0,H,16.0000
122,Givens," Introduction to Design Processes I"," Parcic",12,0,H,16.3000
123,Givens," Introduction to Design Processes I"," Parcic",12,0,H,17.0000
124,Givens," Representation I"," Hatheway",14,0,F,14.0000
125,Givens," Representation I"," Hatheway",14,0,F,14.3000
126,Givens," Representation I"," Hatheway",14,0,F,15.0000
127,Givens," Representation I"," Hatheway",14,0,F,15.3000
128,Givens," Representation I"," Hatheway",14,0,F,16.0000
129,Givens," Representation I"," Hatheway",14,0,F,16.3000
130,Givens," Representation I"," Phillips",12,0,F,14.0000
131,Givens," Representation I"," Phillips",12,0,F,14.3000
132,Givens," Representation I"," Phillips",12,0,F,15.0000
133,Givens," Representation I"," Phillips",12,0,F,15.3000
134,Givens," Representation I"," Phillips",12,0,F,16.0000
135,Givens," Representation I"," Phillips",12,0,F,16.3000
136,Givens," Representation I"," Mitrisin",12,0,F,14.0000
137,Givens," Representation I"," Mitrisin",12,0,F,14.3000
138,Givens," Representation I"," Mitrisin",12,0,F,15.0000
139,Givens," Representation I"," Mitrisin",12,0,F,15.3000
140,Givens," Representation I"," Mitrisin",12,0,F,16.0000
141,Givens," Representation I"," Mitrisin",12,0,F,16.3000
142,Givens," Representation I"," Ulmer",12,0,F,14.0000
143,Givens," Representation I"," Ulmer",12,0,F,14.3000
144,Givens," Representation I"," Ulmer",12,0,F,15.0000
145,Givens," Representation I"," Ulmer",12,0,F,15.3000
146,Givens," Representation I"," Ulmer",12,0,F,16.0000
147,Givens," Representation I"," Ulmer",12,0,F,16.3000
148,Givens," Representation I"," Null",11,0,F,14.0000
149,Givens," Representation I"," Null",11,0,F,14.3000
150,Givens," Representation I"," Null",11,0,F,15.0000
151,Givens," Representation I"," Null",11,0,F,15.3000
152,Givens," Representation I"," Null",11,0,F,16.0000
153,Givens," Representation I"," Null",11,0,F,16.3000
154,Givens," Representation I"," Guo",13,0,F,14.0000
155,Givens," Representation I"," Guo",13,0,F,14.3000
156,Givens," Representation I"," Guo",13,0,F,15.0000
157,Givens," Representation I"," Guo",13,0,F,15.3000
158,Givens," Representation I"," Guo",13,0,F,16.0000
159,Givens," Representation I"," Guo",13,0,F,16.3000
160,Givens," Architectural Design I"," Vale",11,0,T,13.0000
161,Givens," Architectural Design I"," Vale",11,0,T,13.3000
162,Givens," Architectural Design I"," Vale",11,0,T,14.0000
163,Givens," Architectural Design I"," Vale",11,0,T,14.3000
164,Givens," Architectural Design I"," Vale",11,0,T,15.0000
165,Givens," Architectural Design I"," Vale",11,0,T,15.3000
166,Givens," Architectural Design I"," Vale",11,0,T,16.0000
167,Givens," Architectural Design I"," Vale",11,0,T,16.3000
168,Givens," Architectural Design I"," Vale",11,0,T,17.0000
169,Givens," Architectural Design I"," Vale",11,0,H,13.0000
170,Givens," Architectural Design I"," Vale",11,0,H,13.3000
171,Givens," Architectural Design I"," Vale",11,0,H,14.0000
172,Givens," Architectural Design I"," Vale",11,0,H,14.3000
173,Givens," Architectural Design I"," Vale",11,0,H,15.0000
174,Givens," Architectural Design I"," Vale",11,0,H,15.3000
175,Givens," Architectural Design I"," Vale",11,0,H,16.0000
176,Givens," Architectural Design I"," Vale",11,0,H,16.3000
177,Givens," Architectural Design I"," Vale",11,0,H,17.0000
178,Givens," Architectural Design I"," Abendroth",10,0,T,13.0000
179,Givens," Architectural Design I"," Abendroth",10,0,T,13.3000
180,Givens," Architectural Design I"," Abendroth",10,0,T,14.0000
181,Givens," Architectural Design I"," Abendroth",10,0,T,14.3000
182,Givens," Architectural Design I"," Abendroth",10,0,T,15.0000
183,Givens," Architectural Design I"," Abendroth",10,0,T,15.3000
184,Givens," Architectural Design I"," Abendroth",10,0,T,16.0000
185,Givens," Architectural Design I"," Abendroth",10,0,T,16.3000
186,Givens," Architectural Design I"," Abendroth",10,0,T,17.0000
187,Givens," Architectural Design I"," Abendroth",10,0,H,13.0000
188,Givens," Architectural Design I"," Abendroth",10,0,H,13.3000
189,Givens," Architectural Design I"," Abendroth",10,0,H,14.0000
190,Givens," Architectural Design I"," Abendroth",10,0,H,14.3000
191,Givens," Architectural Design I"," Abendroth",10,0,H,15.0000
192,Givens," Architectural Design I"," Abendroth",10,0,H,15.3000
193,Givens," Architectural Design I"," Abendroth",10,0,H,16.0000
194,Givens," Architectural Design I"," Abendroth",10,0,H,16.3000
195,Givens," Architectural Design I"," Abendroth",10,0,H,17.0000
196,Givens," Architectural Design I"," Byun",10,0,T,13.0000
197,Givens," Architectural Design I"," Byun",10,0,T,13.3000
198,Givens," Architectural Design I"," Byun",10,0,T,14.0000
199,Givens," Architectural Design I"," Byun",10,0,T,14.3000
200,Givens," Architectural Design I"," Byun",10,0,T,15.0000
201,Givens," Architectural Design I"," Byun",10,0,T,15.3000
202,Givens," Architectural Design I"," Byun",10,0,T,16.0000
203,Givens," Architectural Design I"," Byun",10,0,T,16.3000
204,Givens," Architectural Design I"," Byun",10,0,T,17.0000
205,Givens," Architectural Design I"," Byun",10,0,H,13.0000
206,Givens," Architectural Design I"," Byun",10,0,H,13.3000
207,Givens," Architectural Design I"," Byun",10,0,H,14.0000
208,Givens," Architectural Design I"," Byun",10,0,H,14.3000
209,Givens," Architectural Design I"," Byun",10,0,H,15.0000
210,Givens," Architectural Design I"," Byun",10,0,H,15.3000
211,Givens," Architectural Design I"," Byun",10,0,H,16.0000
212,Givens," Architectural Design I"," Byun",10,0,H,16.3000
213,Givens," Architectural Design I"," Byun",10,0,H,17.0000
214,Givens," Architectural Design I"," Stitelman",10,0,T,13.0000
215,Givens," Architectural Design I"," Stitelman",10,0,T,13.3000
216,Givens," Architectural Design I"," Stitelman",10,0,T,14.0000
217,Givens," Architectural Design I"," Stitelman",10,0,T,14.3000
218,Givens," Architectural Design I"," Stitelman",10,0,T,15.0000
219,Givens," Architectural Design I"," Stitelman",10,0,T,15.3000
220,Givens," Architectural Design I"," Stitelman",10,0,T,16.0000
221,Givens," Architectural Design I"," Stitelman",10,0,T,16.3000
222,Givens," Architectural Design I"," Stitelman",10,0,T,17.0000
223,Givens," Architectural Design I"," Stitelman",10,0,H,13.0000
224,Givens," Architectural Design I"," Stitelman",10,0,H,13.3000
225,Givens," Architectural Design I"," Stitelman",10,0,H,14.0000
226,Givens," Architectural Design I"," Stitelman",10,0,H,14.3000
227,Givens," Architectural Design I"," Stitelman",10,0,H,15.0000
228,Givens," Architectural Design I"," Stitelman",10,0,H,15.3000
229,Givens," Architectural Design I"," Stitelman",10,0,H,16.0000
230,Givens," Architectural Design I"," Stitelman",10,0,H,16.3000
231,Givens," Architectural Design I"," Stitelman",10,0,H,17.0000
232,Givens," Architectural Design I"," Stouffer",10,0,T,13.0000
233,Givens," Architectural Design I"," Stouffer",10,0,T,13.3000
234,Givens," Architectural Design I"," Stouffer",10,0,T,14.0000
235,Givens," Architectural Design I"," Stouffer",10,0,T,14.3000
236,Givens," Architectural Design I"," Stouffer",10,0,T,15.0000
237,Givens," Architectural Design I"," Stouffer",10,0,T,15.3000
238,Givens," Architectural Design I"," Stouffer",10,0,T,16.0000
239,Givens," Architectural Design I"," Stouffer",10,0,T,16.3000
240,Givens," Architectural Design I"," Stouffer",10,0,T,17.0000
241,Givens," Architectural Design I"," Stouffer",10,0,H,13.0000
242,Givens," Architectural Design I"," Stouffer",10,0,H,13.3000
243,Givens," Architectural Design I"," Stouffer",10,0,H,14.0000
244,Givens," Architectural Design I"," Stouffer",10,0,H,14.3000
245,Givens," Architectural Design I"," Stouffer",10,0,H,15.0000
246,Givens," Architectural Design I"," Stouffer",10,0,H,15.3000
247,Givens," Architectural Design I"," Stouffer",10,0,H,16.0000
248,Givens," Architectural Design I"," Stouffer",10,0,H,16.3000
249,Givens," Architectural Design I"," Stouffer",10,0,H,17.0000
250,Givens," Shared Ecologies and Design"," Denizen",16,0,F,8.3000
251,Givens," Shared Ecologies and Design"," Denizen",16,0,F,9.0000
252,Givens," Shared Ecologies and Design"," Denizen",16,0,F,9.3000
253,Givens," Shared Ecologies and Design"," Denizen",16,0,F,10.0000
254,Givens," Shared Ecologies and Design"," Denizen",16,0,F,10.3000
255,Givens," Shared Ecologies and Design"," Denizen",16,0,F,11.0000
256,Steinberg," Community Building"," Hansman",13,0,T,13.0000
257,Steinberg," Community Building"," Hansman",13,0,T,13.3000
258,Steinberg," Community Building"," Hansman",13,0,T,14.0000
259,Steinberg," Community Building"," Hansman",13,0,T,14.3000
260,Steinberg," Community Building"," Hansman",13,0,T,15.0000
261,Steinberg," Community Building"," Hansman",13,0,T,15.3000
262,Steinberg," Community Building"," Hansman",13,0,H,13.0000
263,Steinberg," Community Building"," Hansman",13,0,H,13.3000
264,Steinberg," Community Building"," Hansman",13,0,H,14.0000
265,Steinberg," Community Building"," Hansman",13,0,H,14.3000
266,Steinberg," Community Building"," Hansman",13,0,H,15.0000
267,Steinberg," Community Building"," Hansman",13,0,H,15.3000
268,Steinberg," Architecture Through the Photographic Lens"," Colten",8,0,T,17.3000
269,Steinberg," Architecture Through the Photographic Lens"," Colten",8,0,T,18.0000
270,Steinberg," Architecture Through the Photographic Lens"," Colten",8,0,T,18.3000
271,Steinberg," Architecture Through the Photographic Lens"," Colten",8,0,T,19.0000
272,Steinberg," Architecture Through the Photographic Lens"," Colten",8,0,T,19.3000
273,Steinberg," Architecture Through the Photographic Lens"," Colten",8,0,T,20.0000
274,Steinberg," Architecture Through the Photographic Lens"," Colten",8,0,H,17.3000
275,Steinberg," Architecture Through the Photographic Lens"," Colten",8,0,H,18.0000
276,Steinberg," Architecture Through the Photographic Lens"," Colten",8,0,H,18.3000
277,Steinberg," Architecture Through the Photographic Lens"," Colten",8,0,H,19.0000
278,Steinberg," Architecture Through the Photographic Lens"," Colten",8,0,H,19.3000
279,Steinberg," Architecture Through the Photographic Lens"," Colten",8,0,H,20.0000
280,Busch," Architectural History I: Antiquity to Baroque"," Allen",63,0,T,10.0000
281,Busch," Architectural History I: Antiquity to Baroque"," Allen",63,0,T,10.3000
282,Busch," Architectural History I: Antiquity to Baroque"," Allen",63,0,T,11.0000
283,Busch," Architectural History I: Antiquity to Baroque"," Allen",63,0,H,10.0000
284,Busch," Architectural History I: Antiquity to Baroque"," Allen",63,0,H,10.3000
285,Busch," Architectural History I: Antiquity to Baroque"," Allen",63,0,H,11.0000
286,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,M,8.3000
287,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,M,9.0000
288,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,M,9.3000
289,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,M,10.0000
290,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,M,10.3000
291,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,M,11.0000
292,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,W,8.3000
293,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,W,9.0000
294,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,W,9.3000
295,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,W,10.0000
296,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,W,10.3000
297,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,W,11.0000
298,"January Hall"," Sustainability Exchange: Community and University Practicums"," Williams Krummenacher Solberg Knipp VanRiper Bumpers",19,0,T,14.3000
299,"January Hall"," Sustainability Exchange: Community and University Practicums"," Williams Krummenacher Solberg Knipp VanRiper Bumpers",19,0,T,15.0000
300,"January Hall"," Sustainability Exchange: Community and University Practicums"," Williams Krummenacher Solberg Knipp VanRiper Bumpers",19,0,T,15.3000
301,"January Hall"," Sustainability Exchange: Community and University Practicums"," Williams Krummenacher Solberg Knipp VanRiper Bumpers",19,0,H,14.3000
302,"January Hall"," Sustainability Exchange: Community and University Practicums"," Williams Krummenacher Solberg Knipp VanRiper Bumpers",19,0,H,15.0000
303,"January Hall"," Sustainability Exchange: Community and University Practicums"," Williams Krummenacher Solberg Knipp VanRiper Bumpers",19,0,H,15.3000
304,Givens," Design Culture"," Luchini",47,0,M,11.3000
305,Givens," Design Culture"," Luchini",47,0,M,12.0000
306,Givens," Design Culture"," Luchini",47,0,M,12.3000
307,Givens," Design Culture"," Luchini",47,0,W,11.3000
308,Givens," Design Culture"," Luchini",47,0,W,12.0000
309,Givens," Design Culture"," Luchini",47,0,W,12.3000
310,Busch," Architectural History I:  Antiquity to Baroque"," Allen",63,0,T,10.0000
311,Busch," Architectural History I:  Antiquity to Baroque"," Allen",63,0,T,10.3000
312,Busch," Architectural History I:  Antiquity to Baroque"," Allen",63,0,T,11.0000
313,Busch," Architectural History I:  Antiquity to Baroque"," Allen",63,0,H,10.0000
314,Busch," Architectural History I:  Antiquity to Baroque"," Allen",63,0,H,10.3000
315,Busch," Architectural History I:  Antiquity to Baroque"," Allen",63,0,H,11.0000
316,Givens," Environmental Systems I"," Yin",50,0,T,11.3000
317,Givens," Environmental Systems I"," Yin",50,0,T,12.0000
318,Givens," Environmental Systems I"," Yin",50,0,T,12.3000
319,Givens," Environmental Systems I"," Yin",50,0,H,11.3000
320,Givens," Environmental Systems I"," Yin",50,0,H,12.0000
321,Givens," Environmental Systems I"," Yin",50,0,H,12.3000
322,Steinberg," Building Systems"," Moyano Fernandez",97,0,M,8.0000
323,Steinberg," Building Systems"," Moyano Fernandez",97,0,M,8.3000
324,Steinberg," Building Systems"," Moyano Fernandez",97,0,M,9.0000
325,Steinberg," Building Systems"," Moyano Fernandez",97,0,M,9.3000
326,Steinberg," Building Systems"," Moyano Fernandez",97,0,M,8.3000
327,Steinberg," Building Systems"," Moyano Fernandez",97,0,M,9.0000
328,Steinberg," Building Systems"," Moyano Fernandez",97,0,M,9.3000
329,Steinberg," Building Systems"," Moyano Fernandez",97,0,F,8.0000
330,Steinberg," Building Systems"," Moyano Fernandez",97,0,F,8.3000
331,Steinberg," Building Systems"," Moyano Fernandez",97,0,F,9.0000
332,Steinberg," Building Systems"," Moyano Fernandez",97,0,F,9.3000
